critic,fresh,publication,quote,review_date,imdb,rtid,title
,rotten,Globe and Mail,,2002-04-12,118541,15292,8 Heads in a Duffel Bag
Kevin Thomas,none,Los Angeles Times,,2001-02-14,118541,15292,8 Heads in a Duffel Bag
Ruthe Stein,none,San Francisco Chronicle,,2000-01-01,118541,15292,8 Heads in a Duffel Bag
James Berardinelli,rotten,ReelViews,,2000-01-01,118541,15292,8 Heads in a Duffel Bag
Rita Kempley,none,Washington Post,,2000-01-01,118541,15292,8 Heads in a Duffel Bag
Janet Maslin,none,New York Times,,2000-01-01,118541,15292,8 Heads in a Duffel Bag
Roger Ebert,rotten,Chicago Sun-Times,,2000-01-01,118541,15292,8 Heads in a Duffel Bag
,rotten,Entertainment Weekly,,1997-04-18,118541,15292,8 Heads in a Duffel Bag
Deborah Young,none,Variety,,2009-03-26,113314,770790082,Hollow Reed
Derek Adams,none,Time Out,,2006-06-24,113314,770790082,Hollow Reed
,rotten,Globe and Mail,,2002-04-12,113314,770790082,Hollow Reed
Stephen Hunter,none,Washington Post,,2002-01-22,113314,770790082,Hollow Reed
Kevin Thomas,none,Los Angeles Times,,2001-02-14,113314,770790082,Hollow Reed
Susan Stark,fresh,Detroit News,,2000-01-01,113314,770790082,Hollow Reed
James Berardinelli,fresh,ReelViews,,2000-01-01,113314,770790082,Hollow Reed
Edward Guthmann,none,San Francisco Chronicle,,2000-01-01,113314,770790082,Hollow Reed
Stanley Kauffmann,none,The New Republic,,2000-01-01,113314,770790082,Hollow Reed
Stephen Holden,none,New York Times,,2000-01-01,113314,770790082,Hollow Reed
Charles Taylor,none,Salon.com,,2000-01-01,113314,770790082,Hollow Reed
Lisa Schwarzbaum,rotten,Entertainment Weekly,,2011-09-07,119859,14771,Paradise Road
Emanuel Levy,rotten,Variety,"A large cast of gifted actress, including Glenn Close and Frances McDormand, is largely wasted in Beresford's honroable but failed effort to pay tribute to a group of disparate women held captive by the Japanese in WWII.",2007-06-21,119859,14771,Paradise Road
Derek Adams,none,Time Out,,2006-02-09,119859,14771,Paradise Road
,rotten,Globe and Mail,,2002-04-12,119859,14771,Paradise Road
Peter Travers,none,Rolling Stone,,2001-05-11,119859,14771,Paradise Road
Kenneth Turan,none,Los Angeles Times,,2001-02-14,119859,14771,Paradise Road
Susan Wloszczyna,rotten,USA Today,"Even with its grueling pageant of torture and abuse at the hands of monstrously inhuman Japanese officers, Road never reaches the heart.",2000-01-01,119859,14771,Paradise Road
Stephen Holden,none,New York Times,,2000-01-01,119859,14771,Paradise Road
,none,Houston Chronicle,,2000-01-01,119859,14771,Paradise Road
James Berardinelli,fresh,ReelViews,,2000-01-01,119859,14771,Paradise Road
Susan Stark,fresh,Detroit News,,2000-01-01,119859,14771,Paradise Road
Roger Ebert,rotten,Chicago Sun-Times,,2000-01-01,119859,14771,Paradise Road
Peter Stack,none,San Francisco Chronicle,,2000-01-01,119859,14771,Paradise Road
,rotten,Entertainment Weekly,,1997-04-11,119859,14771,Paradise Road
Peter Howell,rotten,Toronto Star,Dated and obvious.,2007-12-07,907680,770680426,Walk All Over Me
Owen Gleiberman,fresh,Entertainment Weekly,,2011-09-07,118783,16696,A Brother's Kiss
Leonard Klady,none,Variety,,2008-10-16,118783,16696,A Brother's Kiss
Lisa Alspector,none,Chicago Reader,,2002-04-03,118783,16696,A Brother's Kiss
Stephen Holden,none,New York Times,,2000-01-01,118783,16696,A Brother's Kiss
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,118783,16696,A Brother's Kiss
,fresh,Entertainment Weekly,,1996-12-31,118783,16696,A Brother's Kiss
Lisa Alspector,none,Chicago Reader,,2004-10-20,117050,770808945,Shekvarebuli kulinaris ataserti retsepti
Jeff Strickler,none,Minneapolis Star Tribune,,2002-11-06,117050,770808945,Shekvarebuli kulinaris ataserti retsepti
,rotten,Globe and Mail,,2002-04-12,117050,770808945,Shekvarebuli kulinaris ataserti retsepti
Desson Thomson,none,Washington Post,,2002-01-22,117050,770808945,Shekvarebuli kulinaris ataserti retsepti
Kenneth Turan,none,Los Angeles Times,,2001-02-14,117050,770808945,Shekvarebuli kulinaris ataserti retsepti
Roger Ebert,fresh,Chicago Sun-Times,,2000-01-01,117050,770808945,Shekvarebuli kulinaris ataserti retsepti
,none,Houston Chronicle,,2000-01-01,117050,770808945,Shekvarebuli kulinaris ataserti retsepti
Mick LaSalle,none,San Francisco Chronicle,,2000-01-01,117050,770808945,Shekvarebuli kulinaris ataserti retsepti
James Berardinelli,rotten,ReelViews,,2000-01-01,117050,770808945,Shekvarebuli kulinaris ataserti retsepti
Stephen Holden,none,New York Times,,2000-01-01,117050,770808945,Shekvarebuli kulinaris ataserti retsepti
Lisa Schwarzbaum,rotten,Entertainment Weekly,,2011-09-07,120032,13484,Romy and Michele's High School Reunion
Geoff Andrew,none,Time Out,,2006-06-24,120032,13484,Romy and Michele's High School Reunion
Jeff Strickler,none,Minneapolis Star Tribune,,2002-11-06,120032,13484,Romy and Michele's High School Reunion
,rotten,Globe and Mail,,2002-04-12,120032,13484,Romy and Michele's High School Reunion
Peter Travers,fresh,Rolling Stone,Kudrow's Michele is a deadpan delight.,2001-05-11,120032,13484,Romy and Michele's High School Reunion
Jack Mathews,fresh,Los Angeles Times,Beneath the endless silliness of the movie beats a real heart,2001-02-14,120032,13484,Romy and Michele's High School Reunion
Sean Means,fresh,Film.com,"Isn't so much a movie as an overly long pilot episode of some new ""Must See TV'' sitcom.",2000-01-01,120032,13484,Romy and Michele's High School Reunion
John Hartl,rotten,Film.com,"For all its bright moments, 91 minutes turns out to be more than this joke can sustain.",2000-01-01,120032,13484,Romy and Michele's High School Reunion
Susan Stark,rotten,Detroit News,,2000-01-01,120032,13484,Romy and Michele's High School Reunion
Robin Dougherty,fresh,Salon.com,A one-joke story that's better crafted than it really deserves to be.,2000-01-01,120032,13484,Romy and Michele's High School Reunion
James Berardinelli,fresh,ReelViews,At its best when it's being lighthearted and at its weakest when it takes a halfhearted stab at semi-seriousness.,2000-01-01,120032,13484,Romy and Michele's High School Reunion
Janet Maslin,fresh,New York Times,"Cheerful, giddy fun",2000-01-01,120032,13484,Romy and Michele's High School Reunion
Desson Thomson,fresh,Washington Post,"A delicious comedy about bitchiness, oneupwomanship and those emotional scars left from high school days.",2000-01-01,120032,13484,Romy and Michele's High School Reunion
Louis B. Parks,rotten,Houston Chronicle,Staged more like a TV sitcom than a movie,2000-01-01,120032,13484,Romy and Michele's High School Reunion
Susan Wloszczyna,rotten,USA Today,"Writer Robin Schiff, expanding on minor characters in a play, fails to find enough for her ditsy and ditsier pair to do.",2000-01-01,120032,13484,Romy and Michele's High School Reunion
Ruthe Stein,fresh,San Francisco Chronicle,A frothy comedy with the most adorable buddies since Butch Cassidy and the Sundance Kid.,2000-01-01,120032,13484,Romy and Michele's High School Reunion
Roger Ebert,fresh,Chicago Sun-Times,Sorvino and Kudrow work easily and wickedly together.,2000-01-01,120032,13484,Romy and Michele's High School Reunion
,rotten,Entertainment Weekly,,1997-04-25,120032,13484,Romy and Michele's High School Reunion
Derek Elley,none,Variety,,2009-03-26,116295,13596,Feng yue
Geoff Andrew,none,Time Out,,2006-06-24,116295,13596,Feng yue
,rotten,Globe and Mail,,2002-04-12,116295,13596,Feng yue
Kevin Thomas,none,Los Angeles Times,,2001-02-14,116295,13596,Feng yue
Susan Stark,fresh,Detroit News,,2000-01-01,116295,13596,Feng yue
Roger Ebert,rotten,Chicago Sun-Times,,2000-01-01,116295,13596,Feng yue
,none,Washington Post,,2000-01-01,116295,13596,Feng yue
James Berardinelli,fresh,ReelViews,,2000-01-01,116295,13596,Feng yue
Stephen Holden,none,New York Times,,2000-01-01,116295,13596,Feng yue
,none,Houston Chronicle,,2000-01-01,116295,13596,Feng yue
Edward Guthmann,none,San Francisco Chronicle,,2000-01-01,116295,13596,Feng yue
,rotten,Entertainment Weekly,,1997-06-13,116295,13596,Feng yue
Owen Gleiberman,fresh,Entertainment Weekly,,2011-09-07,120461,11078,Volcano
David Rooney,none,Hollywood Reporter,,2011-05-17,120461,11078,Volcano
Todd McCarthy,rotten,Variety,"Never generates a head of true excitement, partly because the characters remain constructs designed to perform defined functions, and partly due to the time-worn hokiness of the whole disaster-film format.",2009-03-26,120461,11078,Volcano
,rotten,Time Out,"Jones and Heche work hard to dig up an emotional rapport from next to nothing, while the slow but inexorable progress of the lava makes for more suspense than the usual slam bang firework display.",2006-01-26,120461,11078,Volcano
Mick LaSalle,none,San Francisco Chronicle,"A host of characters is introduced in the opening scenes, but Volcano doesn't know what to do with them. It can't make us care.",2002-06-18,120461,11078,Volcano
,rotten,Globe and Mail,,2002-04-12,120461,11078,Volcano
Kenneth Turan,fresh,Los Angeles Times,"The coast may be toast, but it's the lava, covering everything like a malevolent tide of melted butter, that makes this a disaster picture that's tastier than usual.",2001-02-14,120461,11078,Volcano
Janet Maslin,rotten,New York Times,"Like the substantially better Twister, this film insists on a thunderous, exhausting pace that inevitably becomes deflating.",2000-01-01,120461,11078,Volcano
Gary Kamiya,rotten,Salon.com,A flatulent blast of superheated air from the seething bowels of Hollywood...,2000-01-01,120461,11078,Volcano
Mike Clark,rotten,USA Today,Hundreds of screen technicians obviously slaved on the effects -- and for what? A dopey subplot about a bogus arrest. Soap opera involving Jones' injured daughter.,2000-01-01,120461,11078,Volcano
Roger Ebert,rotten,Chicago Sun-Times,"Volcano is an absolutely standard, assembly-line undertaking; no wonder one of the extras is reading a paperback titled ""Screenwriting Made Easy.""",2000-01-01,120461,11078,Volcano
Susan Stark,rotten,Detroit News,,2000-01-01,120461,11078,Volcano
James Berardinelli,fresh,ReelViews,This is one of the best pure disaster movies ever made (not that it has much competition). Congratulations to director Mick Jackson for a job well done.,2000-01-01,120461,11078,Volcano
,fresh,Entertainment Weekly,,1997-04-25,120461,11078,Volcano
Lisa Schwarzbaum,fresh,Entertainment Weekly,,2011-09-07,115886,15998,Children of the Revolution
Janet Maslin,none,New York Times,,2003-05-20,115886,15998,Children of the Revolution
Peter Travers,none,Rolling Stone,,2001-05-11,115886,15998,Children of the Revolution
Kenneth Turan,none,Los Angeles Times,,2001-02-14,115886,15998,Children of the Revolution
Susan Stark,fresh,Detroit News,,2000-01-01,115886,15998,Children of the Revolution
Laura Miller,none,Salon.com,,2000-01-01,115886,15998,Children of the Revolution
Ruthe Stein,none,San Francisco Chronicle,,2000-01-01,115886,15998,Children of the Revolution
,none,Washington Post,,2000-01-01,115886,15998,Children of the Revolution
Jonathan Rosenbaum,fresh,Chicago Reader,,2000-01-01,115886,15998,Children of the Revolution
James Berardinelli,fresh,ReelViews,,2000-01-01,115886,15998,Children of the Revolution
Roger Ebert,rotten,Chicago Sun-Times,,2000-01-01,115886,15998,Children of the Revolution
Mike Clark,rotten,USA Today,Uneven but also unflaggingly lively.,2000-01-01,115886,15998,Children of the Revolution
,fresh,Entertainment Weekly,,1997-05-02,115886,15998,Children of the Revolution
Owen Gleiberman,fresh,Entertainment Weekly,,2011-09-07,118655,10711,Austin Powers: International Man of Mystery
John F. Kelly,fresh,Washington Post,"We may not need as many Austin Powers movies as there are James Bond pictures, but one or two more might be nice.",2008-04-01,118655,10711,Austin Powers: International Man of Mystery
Jonathan Rosenbaum,fresh,Chicago Reader,Jay Roach directed with just the right amount of period tackiness.,2008-04-01,118655,10711,Austin Powers: International Man of Mystery
Rita Kempley,rotten,Washington Post,"The originals were spoofs in their own way, too, unless you really believe that secret agents look more like Sean Connery than Aldrich Ames.",2008-04-01,118655,10711,Austin Powers: International Man of Mystery
Leonard Klady,fresh,Variety,"A loving paean to Bond, Flint, Helm and their ilk (as well as a myriad of outlandish villains), the film knows its turf and only missteps when it ventures into more contemporary territory.",2008-04-01,118655,10711,Austin Powers: International Man of Mystery
Trevor Johnston,fresh,Time Out,It would take a stone face not to crumple at Austin's dodgy catchphrases and irrepressible sexual desperation.,2006-06-24,118655,10711,Austin Powers: International Man of Mystery
Mick LaSalle,fresh,San Francisco Chronicle,"Spy movie parodies are common, but Myers is observant enough to notice things that others haven't.",2002-06-18,118655,10711,Austin Powers: International Man of Mystery
Rick Groen,rotten,Globe and Mail,"Mike Myers may be a connoisseur of the old spy-and-sex genre, but the result is less a screenplay than a manic quote machine.",2002-04-12,118655,10711,Austin Powers: International Man of Mystery
Sean Means,rotten,Film.com,Tasteless and humorless!,2000-01-01,118655,10711,Austin Powers: International Man of Mystery
Roger Ebert,fresh,Chicago Sun-Times,A funny movie that only gets funnier.,2000-01-01,118655,10711,Austin Powers: International Man of Mystery
Laura Miller,rotten,Salon.com,The movie fails to live up to its promise.,2000-01-01,118655,10711,Austin Powers: International Man of Mystery
Susan Wloszczyna,fresh,USA Today,"[Myer's] affection for the era and its gaudy, bawdy movies inject this bit of fluff with giddy energy.",2000-01-01,118655,10711,Austin Powers: International Man of Mystery
Janet Maslin,fresh,New York Times,The film's singlemindedness is so dauntless and just plain nutty that it's hard to resist.,2000-01-01,118655,10711,Austin Powers: International Man of Mystery
Jeff Millar,rotten,Houston Chronicle,"Even at its best, it's not very funny.",2000-01-01,118655,10711,Austin Powers: International Man of Mystery
James Berardinelli,fresh,ReelViews,Austin Powers is worth a look and will definitely boost Myers' career.,2000-01-01,118655,10711,Austin Powers: International Man of Mystery
Susan Stark,rotten,Detroit News,,2000-01-01,118655,10711,Austin Powers: International Man of Mystery
,fresh,Entertainment Weekly,,1997-05-02,118655,10711,Austin Powers: International Man of Mystery
,none,Variety,,2008-06-09,95675,15186,Mujeres al borde de un ataque de nervios
Michael Wilmington,fresh,Chicago Tribune,A feminist comedy with real bite; it always brings down the house.,2006-08-31,95675,15186,Mujeres al borde de un ataque de nervios
,none,Time Out,,2006-01-26,95675,15186,Mujeres al borde de un ataque de nervios
